<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
BALLANTYNE STRONG INC        COM              058516105      504   152800 SH       SOLE                  152800        0        0
BALLARD PWR SYS INC NEW      COM              058586108       73   119300 SH       SOLE                  119300        0        0
BALLY TECHNOLOGIES INC       COM              05874B107    33421   747500 SH       SOLE                  366839        0   380661
BALTIC TRADING LIMITED       COM              Y0553W103      384   128800 SH       SOLE                  126900        0     1900
BANCFIRST CORP               COM              05945F103     1758    41494 SH       SOLE                   40700        0      794
BANCO BILBAO VIZCAYA ARGENTA SPONSORED ADR    05946K101      129    13699 SH       SOLE                     900        0    12799
BANCO DE CHILE               SPONSORED ADR    059520106    15409   159681 SH       SOLE                  156450        0     3231
BANCO MACRO SA               SPON ADR B       05961W105     1616    89100 SH       SOLE                   89100        0        0
BANCO SANTANDER BRASIL S A   ADS REP 1 UNIT   05967A107    12501  1717170 SH       SOLE                  209400        0  1507770
BANCO SANTANDER CHILE NEW    SP ADR REP COM   05965X109    11442   401627 SH       SOLE                  185395        0   216232
BANCO SANTANDER SA           ADR              05964H105      147    18010 SH       SOLE                   18000        0       10
BANCORPSOUTH INC             COM              059692103     3873   266400 SH       SOLE                   92399        0   174001
BANCTRUST FINANCIAL GP       COM              05978R107      207    74400 SH       SOLE                   74400        0        0
BANK MONTREAL QUE            COM              063671101    26326   429495 SH       SOLE                   45418        0   384077
BANK MUTUAL CORP NEW         COM              063750103     2262   526155 SH       SOLE                  501893        0    24262
BANK OF THE OZARKS INC       COM              063904106    10011   299100 SH       SOLE                  299100        0        0
BANKFINANCIAL CORP           COM              06643P104     2012   271200 SH       SOLE                  271200        0        0
BANKRATE INC DEL             COM              06647F102     3996   321000 SH       SOLE                  116761        0   204239
BANKUNITED INC               COM              06652K103     4724   193300 SH       SOLE                   60195        0   133105
BANNER CORP                  COM NEW          06652V208     1939    63099 SH       SOLE                    1750        0    61349
BAR HBR BANKSHARES           COM              066849100      599    17800 SH       SOLE                   17300        0      500
BARCLAYS BK PLC              IPATH S&P500 VIX 06740C188     1145    36000 SH       SOLE                   36000        0        0
BARD C R INC                 COM              067383109    69894   715100 SH       SOLE                  596929        0   118171
BARNES GROUP INC             COM              067806109     5689   253300 SH       SOLE                  140578        0   112722
BARNWELL INDS INC            COM              068221100      160    48300 SH       SOLE                   48300        0        0
BARRETT BUSINESS SERVICES IN COM              068463108     4430   116300 SH       SOLE                  116300        0        0
BARRICK GOLD CORP            COM              067901108    57182  1633103 SH       SOLE                   19827        0  1613276
BARRY R G CORP OHIO          COM              068798107     3978   280700 SH       SOLE                  280700        0        0
BASIC ENERGY SVCS INC NEW    COM              06985P100     4100   359324 SH       SOLE                   80959        0   278365
BASSETT FURNITURE INDS INC   COM              070203104     3914   313900 SH       SOLE                  313900        0        0
BAXTER INTL INC              COM              071813109    42582   638800 SH       SOLE                  638800        0        0
BAYTEX ENERGY CORP           COM              07317Q105     5458   126414 SH       SOLE                    1470        0   124944
BB&T CORP                    COM              054937107    10505   360858 SH       SOLE                   58356        0   302502
BBCN BANCORP INC             COM              073295107      189    16300 SH       SOLE                   16300        0        0
BBVA BANCO FRANCES S A       SPONSORED ADR    07329M100     1438   285900 SH       SOLE                  285900        0        0
BCE INC                      COM NEW          05534B760    33394   777688 SH       SOLE                  414852        0   362836
BEAM INC                     COM              073730103    18388   301000 SH       SOLE                   16849        0   284151
BEBE STORES INC              COM              075571109     4308  1077049 SH       SOLE                 1037747        0    39302
BECTON DICKINSON & CO        COM              075887109     8945   114400 SH       SOLE                    1868        0   112532
BEL FUSE INC                 CL A             077347201      278    16100 SH       SOLE                   16100        0        0
BEL FUSE INC                 CL B             077347300     4211   215400 SH       SOLE                  215400        0        0
BELLATRIX EXPLORATION LTD    COM              078314101      207    48200 SH       SOLE                    2700        0    45500
BENEFICIAL MUTUAL BANCORP IN COM              08173R104      764    80400 SH       SOLE                   80400        0        0
BERKLEY W R CORP             COM              084423102     4963   131500 SH       SOLE                   10198        0   121302
BERKSHIRE HATHAWAY INC DEL   CL A             084670108    39011      291 SH       SOLE                      34        0      257
BERKSHIRE HILLS BANCORP INC  COM              084680107      584    24482 SH       SOLE                   24482        0        0
BGC PARTNERS INC             CL A             05541T101     2068   597648 SH       SOLE                   10156        0   587492
BIG 5 SPORTING GOODS CORP    COM              08915P101      251    19193 SH       SOLE                    1000        0    18193
BIGLARI HLDGS INC            COM              08986R101     5006    12835 SH       SOLE                   11025        0     1810
BIO RAD LABS INC             CL A             090572207     2143    20400 SH       SOLE                   20400        0        0
BIO-REFERENCE LABS INC       COM $.01 NEW     09057G602     7696   268804 SH       SOLE                  114141        0   154663
BIOANALYTICAL SYS INC        COM              09058M103       35    25500 SH       SOLE                   25500        0        0
BIOCLINICA INC               COM              09071B100     2811   491500 SH       SOLE                  491500        0        0
BIODELIVERY SCIENCES INTL IN COM              09060J106      636   147600 SH       SOLE                  147600        0        0
BIOGEN IDEC INC              COM              09062X103   244579  1670961 SH       SOLE                 1330694        0   340267
BIOMED REALTY TRUST INC      COM              09063H107     2198   113700 SH       SOLE                   25480        0    88220
BIOMIMETIC THERAPEUTICS INC  COM              09064X101      471    65001 SH       SOLE                   45200        0    19801
BIOSANTE PHARMACEUTICALS INC COM PAR $0.0001  09065V302      258   209591 SH       SOLE                   23514        0   186077
BIOSCRIP INC                 COM              09069N108     3765   349561 SH       SOLE                   92100        0   257461
BIOSTAR PHARMACEUTICALS INC  COM NEW          090678202      174   174370 SH       SOLE                  174370        0        0
BIOTA PHARMACEUTIALS INC     COM              090694100     1215   304421 SH       SOLE                  304405        0       16
BIRNER DENTAL MGMT SERVICES  COM NEW          091283200      185    10800 SH       SOLE                   10800        0        0
BITAUTO HLDGS LTD            SPONSORED ADS    091727107      701    96000 SH       SOLE                   96000        0        0
BJS RESTAURANTS INC          COM              09180C106     1725    52429 SH       SOLE                     100        0    52329
BLACK HILLS CORP             COM              092113109     3401    93600 SH       SOLE                   23434        0    70166
BLACKBAUD INC                COM              09227Q100     2319   101597 SH       SOLE                   34924        0    66673
BLACKSTONE GROUP L P         COM UNIT LTD     09253U108      639    41000 SH       SOLE                       0        0    41000
BLOCK H & R INC              COM              093671105     7263   391100 SH       SOLE                   89751        0   301349
BLUCORA INC                  COM              095229100    26473  1685100 SH       SOLE                 1634800        0    50300
BLUEGREEN CORP               COM              096231105     4130   440300 SH       SOLE                  388800        0    51500
BLUELINX HLDGS INC           COM              09624H109      563   200399 SH       SOLE                  200399        0        0
BLUEPHOENIX SOLUTIONS LTD    SHS NEW          M20157117       75    17400 SH       SOLE                   17400        0        0
BMC SOFTWARE INC             COM              055921100   134007  3382300 SH       SOLE                 3315900        0    66400
BOARDWALK PIPELINE PARTNERS  UT LTD PARTNER   096627104     1853    74400 SH       SOLE                       0        0    74400
BOB EVANS FARMS INC          COM              096761101     3007    74800 SH       SOLE                   13897        0    60903
BODY CENT CORP               COM              09689U102      740    74194 SH       SOLE                    1393        0    72801
BOFI HLDG INC                COM              05566U108    11389   409500 SH       SOLE                  409500        0        0
BOINGO WIRELESS INC          COM              09739C102      755   100000 SH       SOLE                  100000        0        0
