Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,GOSSAMER BIO INC,38341P102,2639,212666
09-30-2020,GOSSAMER BIO INC,38341P102,2519,202963
09-30-2020,GOSSAMER BIO INC,38341P102,30889,2489039
09-30-2020,GOSSAMER BIO INC,38341P102,19774,1593418
09-30-2020,GOSSAMER BIO INC,38341P102,111,8912
09-30-2020,GOSSAMER BIO INC,38341P102,227,18285
09-30-2020,GOSSAMER BIO INC,38341P102,90,7234
09-30-2020,GOSSAMER BIO INC,38341P102,454,36576
09-30-2020,GOSSAMER BIO INC,38341P102,93,7515
09-30-2020,GP STRATEGIES CORP,36225V104,262,27192
09-30-2020,GP STRATEGIES CORP,36225V104,3,287
09-30-2020,GP STRATEGIES CORP,36225V104,449,46534
09-30-2020,GP STRATEGIES CORP,36225V104,228,23703
09-30-2020,GP STRATEGIES CORP,36225V104,4098,425069
09-30-2020,GP STRATEGIES CORP,36225V104,3435,356376
09-30-2020,GRACE W R & CO DEL NEW,38388F108,4941,122626
09-30-2020,GRACE W R & CO DEL NEW,38388F108,12,301
09-30-2020,GRACE W R & CO DEL NEW,38388F108,46,1132
09-30-2020,GRACE W R & CO DEL NEW,38388F108,958,23780
09-30-2020,GRACE W R & CO DEL NEW,38388F108,583,14462
09-30-2020,GRACE W R & CO DEL NEW,38388F108,29898,742079
09-30-2020,GRACE W R & CO DEL NEW,38388F108,63055,1565026
09-30-2020,GRACE W R & CO DEL NEW,38388F108,1402,34793
09-30-2020,GRACE W R & CO DEL NEW,38388F108,360,8941
09-30-2020,GRACE W R & CO DEL NEW,38388F108,888,22033
09-30-2020,GRACE W R & CO DEL NEW,38388F108,44,1100
09-30-2020,GRACE W R & CO DEL NEW,38388F108,206,5116
09-30-2020,GRACE W R & CO DEL NEW,38388F108,258,6397
09-30-2020,GRACO INC,384109104,27080,441409
09-30-2020,GRACO INC,384109104,44,723
09-30-2020,GRACO INC,384109104,1668,27184
09-30-2020,GRACO INC,384109104,27897,454716
09-30-2020,GRACO INC,384109104,2573,41938
09-30-2020,GRACO INC,384109104,478063,7792396
09-30-2020,GRACO INC,384109104,318948,5198827
09-30-2020,GRACO INC,384109104,112,1825
09-30-2020,GRACO INC,384109104,5353,87252
09-30-2020,GRACO INC,384109104,1343,21892
09-30-2020,GRACO INC,384109104,3994,65105
09-30-2020,GRACO INC,384109104,199,3243
09-30-2020,GRACO INC,384109104,358,5832
09-30-2020,GRACO INC,384109104,414,6748
09-30-2020,GRACO INC,384109104,1123,18311
09-30-2020,GRAFTECH INTL LTD,384313508,1023,149592
09-30-2020,GRAFTECH INTL LTD,384313508,2,362
09-30-2020,GRAFTECH INTL LTD,384313508,8,1219
09-30-2020,GRAFTECH INTL LTD,384313508,180,26353
09-30-2020,GRAFTECH INTL LTD,384313508,178,26088
09-30-2020,GRAFTECH INTL LTD,384313508,5048,737963
09-30-2020,GRAFTECH INTL LTD,384313508,14467,2115105
09-30-2020,GRAFTECH INTL LTD,384313508,276,40410
09-30-2020,GRAFTECH INTL LTD,384313508,69,10034
09-30-2020,GRAFTECH INTL LTD,384313508,176,25778
09-30-2020,GRAFTECH INTL LTD,384313508,9,1334
09-30-2020,GRAFTECH INTL LTD,384313508,43,6275
09-30-2020,GRAHAM CORP,384556106,115,8992
09-30-2020,GRAHAM CORP,384556106,3,239
09-30-2020,GRAHAM CORP,384556106,470,36796
09-30-2020,GRAHAM CORP,384556106,225,17614
09-30-2020,GRAHAM CORP,384556106,4033,315825
09-30-2020,GRAHAM CORP,384556106,3950,309289
09-30-2020,GRAHAM CORP,384556106,18,1426
09-30-2020,GRAHAM CORP,384556106,31,2446
09-30-2020,GRAHAM HLDGS CO,384637104,4616,11423
09-30-2020,GRAHAM HLDGS CO,384637104,9,22
09-30-2020,GRAHAM HLDGS CO,384637104,47,116
09-30-2020,GRAHAM HLDGS CO,384637104,4452,11018
09-30-2020,GRAHAM HLDGS CO,384637104,411,1018
09-30-2020,GRAHAM HLDGS CO,384637104,76133,188397
09-30-2020,GRAHAM HLDGS CO,384637104,52835,130743
09-30-2020,GRAHAM HLDGS CO,384637104,23,56
09-30-2020,GRAHAM HLDGS CO,384637104,514,1273
09-30-2020,GRAHAM HLDGS CO,384637104,243,601
09-30-2020,GRAHAM HLDGS CO,384637104,789,1953
09-30-2020,GRAHAM HLDGS CO,384637104,49,121
09-30-2020,GRAHAM HLDGS CO,384637104,70,174
09-30-2020,GRAHAM HLDGS CO,384637104,202,501
09-30-2020,GRAINGER W W INC,384802104,47825,134050
09-30-2020,GRAINGER W W INC,384802104,8359,23429
09-30-2020,GRAINGER W W INC,384802104,32595,91361
09-30-2020,GRAINGER W W INC,384802104,3560,9979
09-30-2020,GRAINGER W W INC,384802104,1996,5594
09-30-2020,GRAINGER W W INC,384802104,41487,116286
09-30-2020,GRAINGER W W INC,384802104,29839,83637
09-30-2020,GRAINGER W W INC,384802104,519302,1455566
09-30-2020,GRAINGER W W INC,384802104,422791,1185053
09-30-2020,GRAINGER W W INC,384802104,11966,33541
09-30-2020,GRAINGER W W INC,384802104,26000,72876
09-30-2020,GRAINGER W W INC,384802104,123927,347358
09-30-2020,GRAINGER W W INC,384802104,3265,9151
09-30-2020,GRAINGER W W INC,384802104,12306,34493
09-30-2020,GRAINGER W W INC,384802104,89816,251749
09-30-2020,GRAINGER W W INC,384802104,3526,9884
09-30-2020,GRAINGER W W INC,384802104,13033,36530
09-30-2020,GRAINGER W W INC,384802104,13085,36676
09-30-2020,GRAINGER W W INC,384802104,385,1080
09-30-2020,GRAND CANYON ED INC,38526M106,10052,125742
09-30-2020,GRAND CANYON ED INC,38526M106,18,223
09-30-2020,GRAND CANYON ED INC,38526M106,74,921
09-30-2020,GRAND CANYON ED INC,38526M106,9779,122330
09-30-2020,GRAND CANYON ED INC,38526M106,937,11725
09-30-2020,GRAND CANYON ED INC,38526M106,166189,2078922
09-30-2020,GRAND CANYON ED INC,38526M106,117442,1469123
09-30-2020,GRAND CANYON ED INC,38526M106,32,401
09-30-2020,GRAND CANYON ED INC,38526M106,1635,20453
09-30-2020,GRAND CANYON ED INC,38526M106,518,6478
09-30-2020,GRAND CANYON ED INC,38526M106,1514,18934
09-30-2020,GRAND CANYON ED INC,38526M106,77,964
09-30-2020,GRAND CANYON ED INC,38526M106,79,988
09-30-2020,GRAND CANYON ED INC,38526M106,423,5288
09-30-2020,GRANITE CONSTR INC,387328107,946,53715
09-30-2020,GRANITE CONSTR INC,387328107,5,265
09-30-2020,GRANITE CONSTR INC,387328107,13,739
09-30-2020,GRANITE CONSTR INC,387328107,3811,216413
09-30-2020,GRANITE CONSTR INC,387328107,1727,98089
09-30-2020,GRANITE CONSTR INC,387328107,89105,5059887
09-30-2020,GRANITE CONSTR INC,387328107,24676,1401250
09-30-2020,GRANITE CONSTR INC,387328107,25,1419
09-30-2020,GRANITE CONSTR INC,387328107,23,1316
09-30-2020,GRANITE CONSTR INC,387328107,424,24088
09-30-2020,GRANITE CONSTR INC,387328107,100,5662
09-30-2020,GRANITE CONSTR INC,387328107,1320,74983
09-30-2020,GRANITE CONSTR INC,387328107,57,3237
09-30-2020,GRANITE CONSTR INC,387328107,72,4064
09-30-2020,GRANITE PT MTG TR INC,38741L107,624,87944
09-30-2020,GRANITE PT MTG TR INC,38741L107,1,137
09-30-2020,GRANITE PT MTG TR INC,38741L107,8,1163
09-30-2020,GRANITE PT MTG TR INC,38741L107,1953,275415
09-30-2020,GRANITE PT MTG TR INC,38741L107,1517,213992
09-30-2020,GRANITE PT MTG TR INC,38741L107,51086,7205392
09-30-2020,GRANITE PT MTG TR INC,38741L107,13914,1962437
09-30-2020,GRANITE PT MTG TR INC,38741L107,133,18738
09-30-2020,GRANITE PT MTG TR INC,38741L107,157,22118
09-30-2020,GRANITE PT MTG TR INC,38741L107,42,5981
09-30-2020,GRANITE PT MTG TR INC,38741L107,540,76111
09-30-2020,GRANITE PT MTG TR INC,38741L107,51,7227
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,9010,639454
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,19,1319
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,109,7736
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,1588,112688
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,21129,1499578
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,44377,3149569
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,101438,7199322
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,1015,72050
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,1667,118289
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,539,38244
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,13936,989090
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,1535,108962
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,412,29228
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,34624,2457339
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,86,6125
09-30-2020,GRAPHIC PACKAGING HLDG CO,388689101,440,31218
09-30-2020,GRAY TELEVISION INC,389375106,1224,88873
09-30-2020,GRAY TELEVISION INC,389375106,7,486
09-30-2020,GRAY TELEVISION INC,389375106,22,1624
09-30-2020,GRAY TELEVISION INC,389375106,4291,311608
09-30-2020,GRAY TELEVISION INC,389375106,2822,204955
09-30-2020,GRAY TELEVISION INC,389375106,37538,2726089
09-30-2020,GRAY TELEVISION INC,389375106,35526,2579947
09-30-2020,GRAY TELEVISION INC,389375106,16,1138
09-30-2020,GRAY TELEVISION INC,389375106,815,59181
09-30-2020,GRAY TELEVISION INC,389375106,251,18197
09-30-2020,GRAY TELEVISION INC,389375106,521,37868
09-30-2020,GRAY TELEVISION INC,389375106,38,2794
09-30-2020,GRAY TELEVISION INC,389375106,134,9730
09-30-2020,GRAY TELEVISION INC,389375205,9,756
09-30-2020,GRAYBUG VISION INC,38942Q103,145,11435
09-30-2020,GRAYBUG VISION INC,38942Q103,208,16328
09-30-2020,GRAYBUG VISION INC,38942Q103,953,74977
09-30-2020,GRAYBUG VISION INC,38942Q103,12,940
09-30-2020,GREAT AJAX CORP,38983D300,170,20453
09-30-2020,GREAT AJAX CORP,38983D300,2,257
09-30-2020,GREAT AJAX CORP,38983D300,697,84101
09-30-2020,GREAT AJAX CORP,38983D300,815,98307
09-30-2020,GREAT AJAX CORP,38983D300,9955,1200791
09-30-2020,GREAT AJAX CORP,38983D300,4936,595387
09-30-2020,GREAT AJAX CORP,38983D300,54,6490
09-30-2020,GREAT ELM CAP GROUP INC,39036P209,12,4933
09-30-2020,GREAT ELM CAP GROUP INC,39036P209,135,57235
09-30-2020,GREAT ELM CAP GROUP INC,39036P209,645,273408
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,700,73558
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,6,636
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,2203,231654
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,2452,257824
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,1176,123682
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,20542,2159994
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,16505,1735510
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,23,2439
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,52,5482
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,76,8029
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,256,26922
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,58,6078
09-30-2020,GREAT LAKES DREDGE & DOCK CO,390607109,62,6512
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,446,12307
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,10,277
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,23,639
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,1539,42482
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,626,17273
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,13392,369734
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,13735,379218
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,52,1440
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,266,7351
09-30-2020,GREAT SOUTHN BANCORP INC,390905107,35,972
09-30-2020,GREAT WESTN BANCORP INC,391416104,854,68601
09-30-2020,GREAT WESTN BANCORP INC,391416104,4,358
09-30-2020,GREAT WESTN BANCORP INC,391416104,9,718
09-30-2020,GREAT WESTN BANCORP INC,391416104,2993,240409
09-30-2020,GREAT WESTN BANCORP INC,391416104,1246,100045
09-30-2020,GREAT WESTN BANCORP INC,391416104,73039,5866588
09-30-2020,GREAT WESTN BANCORP INC,391416104,20314,1631617
09-30-2020,GREAT WESTN BANCORP INC,391416104,26,2110
09-30-2020,GREAT WESTN BANCORP INC,391416104,131,10547
09-30-2020,GREAT WESTN BANCORP INC,391416104,100,7995
09-30-2020,GREAT WESTN BANCORP INC,391416104,997,80107
09-30-2020,GREAT WESTN BANCORP INC,391416104,65,5183
09-30-2020,GREAT WESTN BANCORP INC,391416104,73,5868
09-30-2020,GREEN BRICK PARTNERS INC,392709101,679,42185
09-30-2020,GREEN BRICK PARTNERS INC,392709101,9,585
09-30-2020,GREEN BRICK PARTNERS INC,392709101,1468,91204
09-30-2020,GREEN BRICK PARTNERS INC,392709101,2845,176705
09-30-2020,GREEN BRICK PARTNERS INC,392709101,24229,1504929
09-30-2020,GREEN BRICK PARTNERS INC,392709101,18689,1160836
09-30-2020,GREEN BRICK PARTNERS INC,392709101,283,17565
09-30-2020,GREEN BRICK PARTNERS INC,392709101,865,53740
09-30-2020,GREEN BRICK PARTNERS INC,392709101,59,3690
09-30-2020,GREEN BRICK PARTNERS INC,392709101,83,5169
09-30-2020,GREEN DOT CORP,39304D102,3234,63908
09-30-2020,GREEN DOT CORP,39304D102,13,250
09-30-2020,GREEN DOT CORP,39304D102,44,863
09-30-2020,GREEN DOT CORP,39304D102,12121,239495
09-30-2020,GREEN DOT CORP,39304D102,6511,128642
09-30-2020,GREEN DOT CORP,39304D102,281205,5556321
09-30-2020,GREEN DOT CORP,39304D102,76450,1510580
09-30-2020,GREEN DOT CORP,39304D102,301,5939
09-30-2020,GREEN DOT CORP,39304D102,1969,38900
09-30-2020,GREEN DOT CORP,39304D102,303,5984
09-30-2020,GREEN DOT CORP,39304D102,5792,114434
09-30-2020,GREEN DOT CORP,39304D102,6361,125688
09-30-2020,GREEN DOT CORP,39304D102,260,5144
09-30-2020,GREEN PLAINS INC,393222104,602,38912
09-30-2020,GREEN PLAINS INC,393222104,12,748
09-30-2020,GREEN PLAINS INC,393222104,2542,164191
09-30-2020,GREEN PLAINS INC,393222104,2617,169043
09-30-2020,GREEN PLAINS INC,393222104,57139,3691160
09-30-2020,GREEN PLAINS INC,393222104,15943,1029908
09-30-2020,GREEN PLAINS INC,393222104,145,9387
09-30-2020,GREEN PLAINS INC,393222104,480,31009
09-30-2020,GREEN PLAINS INC,393222104,578,37315
09-30-2020,GREEN PLAINS INC,393222104,59,3789
09-30-2020,GREENBRIER COS INC,393657101,1163,39565
09-30-2020,GREENBRIER COS INC,393657101,6,198
09-30-2020,GREENBRIER COS INC,393657101,36,1208
09-30-2020,GREENBRIER COS INC,393657101,4508,153347
09-30-2020,GREENBRIER COS INC,393657101,2711,92214
09-30-2020,GREENBRIER COS INC,393657101,104044,3538904
09-30-2020,GREENBRIER COS INC,393657101,31987,1087985
09-30-2020,GREENBRIER COS INC,393657101,198,6738
09-30-2020,GREENBRIER COS INC,393657101,1492,50760
09-30-2020,GREENBRIER COS INC,393657101,118,3997
09-30-2020,GREENBRIER COS INC,393657101,1459,49626
09-30-2020,GREENBRIER COS INC,393657101,69,2357
09-30-2020,GREENBRIER COS INC,393657101,79,2703
09-30-2020,GREENBRIER COS INC,393657101,83,2828
09-30-2020,GREENBRIER COS INC,393657AK7,824,901000
09-30-2020,GREENE COUNTY BANCORP INC,394357107,69,3173
09-30-2020,GREENE COUNTY BANCORP INC,394357107,275,12670
09-30-2020,GREENE COUNTY BANCORP INC,394357107,146,6748
09-30-2020,GREENE COUNTY BANCORP INC,394357107,2252,103830
09-30-2020,GREENE COUNTY BANCORP INC,394357107,604,27844
09-30-2020,GREENHILL & CO INC,395259104,58,5130
09-30-2020,GREENHILL & CO INC,395259104,1,60
09-30-2020,GREENHILL & CO INC,395259104,864,76088
09-30-2020,GREENHILL & CO INC,395259104,324,28526
09-30-2020,GREENHILL & CO INC,395259104,17744,1563339
09-30-2020,GREENHILL & CO INC,395259104,5400,475754
09-30-2020,GREENHILL & CO INC,395259104,180,15893
09-30-2020,GREENLANE HLDGS INC,395330103,10,4311
09-30-2020,GREENLANE HLDGS INC,395330103,144,64110
09-30-2020,GREENLANE HLDGS INC,395330103,35,15711
09-30-2020,GREENLANE HLDGS INC,395330103,914,408076
09-30-2020,GREENLANE HLDGS INC,395330103,249,111373
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,231,34327
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,2,242
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,4,543
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,863,128249
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,386,57378
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,6875,1021579
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,6534,970938
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,57,8402
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,33,4862
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,27,4033
09-30-2020,GREENLIGHT CAPITAL RE LTD,G4095J109,25,3673
09-30-2020,GREENSKY INC,39572G100,310,69840
09-30-2020,GREENSKY INC,39572G100,6,1330
09-30-2020,GREENSKY INC,39572G100,1074,241866
09-30-2020,GREENSKY INC,39572G100,526,118409
09-30-2020,GREENSKY INC,39572G100,8419,1896279
09-30-2020,GREENSKY INC,39572G100,6827,1537531
09-30-2020,GREENSKY INC,39572G100,12,2660
09-30-2020,GREENTREE HOSPITALITY GROUP,39579V100,93,6825
09-30-2020,GREENTREE HOSPITALITY GROUP,39579V100,1188,87409
09-30-2020,GREENTREE HOSPITALITY GROUP,39579V100,241,17713
09-30-2020,GREIF INC,397624107,1513,41788
09-30-2020,GREIF INC,397624107,7,182
09-30-2020,GREIF INC,397624107,28,760
09-30-2020,GREIF INC,397624107,5524,152557
09-30-2020,GREIF INC,397624107,1677,46305
09-30-2020,GREIF INC,397624107,60777,1678470
09-30-2020,GREIF INC,397624107,35098,969282
09-30-2020,GREIF INC,397624107,33,920
09-30-2020,GREIF INC,397624107,356,9825
09-30-2020,GREIF INC,397624107,129,3574
09-30-2020,GREIF INC,397624107,453,12514
09-30-2020,GREIF INC,397624107,14,388
09-30-2020,GREIF INC,397624107,10,267
09-30-2020,GREIF INC,397624107,123,3395
09-30-2020,GREIF INC,397624107,95,2624
09-30-2020,GREIF INC,397624206,253,6419
09-30-2020,GREIF INC,397624206,4,104
09-30-2020,GREIF INC,397624206,923,23376
09-30-2020,GREIF INC,397624206,454,11487
09-30-2020,GREIF INC,397624206,7286,184538
09-30-2020,GREIF INC,397624206,3701,93733
09-30-2020,GREIF INC,397624206,8,210
09-30-2020,GREIF INC,397624206,24,600
09-30-2020,GREIF INC,397624206,5,121
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,147,18973
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,864,111830
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,9727,1258352
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,5552,718191
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,4487,580465
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,34,4424
09-30-2020,GRID DYNAMICS HLDGS INC,39813G109,419,54173
09-30-2020,GRIFFIN INL RLTY INC,398231100,86,1618
09-30-2020,GRIFFIN INL RLTY INC,398231100,497,9299
09-30-2020,GRIFFIN INL RLTY INC,398231100,223,4174
09-30-2020,GRIFFIN INL RLTY INC,398231100,4002,74866
09-30-2020,GRIFFIN INL RLTY INC,398231100,4443,83117
09-30-2020,GRIFFON CORP,398433102,982,50271
09-30-2020,GRIFFON CORP,398433102,19,977
09-30-2020,GRIFFON CORP,398433102,3883,198726
09-30-2020,GRIFFON CORP,398433102,1820,93152
09-30-2020,GRIFFON CORP,398433102,90399,4626348
09-30-2020,GRIFFON CORP,398433102,24773,1267795
09-30-2020,GRIFFON CORP,398433102,402,20585
09-30-2020,GRIFFON CORP,398433102,89,4541
09-30-2020,GRIFFON CORP,398433102,1297,66371
09-30-2020,GRIFFON CORP,398433102,88,4490
09-30-2020,GRIFOLS S A,398438408,71,4072
09-30-2020,GRIFOLS S A,398438408,20757,1196367
09-30-2020,GRIFOLS S A,398438408,441,25417
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,66,24977
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,2,750
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,315,118922
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,677,255450
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,3666,1383457
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,1717,647952
09-30-2020,GRITSTONE ONCOLOGY INC,39868T105,20,7450
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,7158,182054
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,24,601
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,328,8351
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,8488,215865
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,2290,58238
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,144321,3670418
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,96460,2453213
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,28,701
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,1259,32007
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,401,10205
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,1070,27222
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,53,1355
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,3234,82251
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,68,1722
09-30-2020,GROCERY OUTLET HLDG CORP,39874R101,284,7226
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,1833,20737
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,7,75
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,67,756
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,7188,81326
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,3256,36835
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,165670,1874311
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,43854,496144
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,16,184
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,408,4616
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,229,2596
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,2417,27348
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,62,701
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,261,2958
09-30-2020,GROUP 1 AUTOMOTIVE INC,398905109,136,1535
09-30-2020,GROUPON INC,399473206,589,28856
09-30-2020,GROUPON INC,399473206,2,79
09-30-2020,GROUPON INC,399473206,8,388
09-30-2020,GROUPON INC,399473206,1752,85879
09-30-2020,GROUPON INC,399473206,886,43448
09-30-2020,GROUPON INC,399473206,14637,717512
09-30-2020,GROUPON INC,399473206,13416,657638
09-30-2020,GROUPON INC,399473206,95,4657
09-30-2020,GROUPON INC,399473206,59,2890
09-30-2020,GROUPON INC,399473206,573,28078
09-30-2020,GROUPON INC,399473206,53,2599
09-30-2020,GROWGENERATION CORP,39986L109,204,12780
09-30-2020,GROWGENERATION CORP,39986L109,12,765
09-30-2020,GROWGENERATION CORP,39986L109,2281,142737
09-30-2020,GROWGENERATION CORP,39986L109,1060,66342
09-30-2020,GROWGENERATION CORP,39986L109,18910,1183378
09-30-2020,GROWGENERATION CORP,39986L109,16122,1008886
09-30-2020,GRUBHUB INC,400110102,17250,238490
09-30-2020,GRUBHUB INC,400110102,41,572
09-30-2020,GRUBHUB INC,400110102,129,1789
09-30-2020,GRUBHUB INC,400110102,17310,239321
09-30-2020,GRUBHUB INC,400110102,2777,38396
09-30-2020,GRUBHUB INC,400110102,298737,4130197
09-30-2020,GRUBHUB INC,400110102,207255,2865414
09-30-2020,GRUBHUB INC,400110102,71,983
09-30-2020,GRUBHUB INC,400110102,3082,42612
09-30-2020,GRUBHUB INC,400110102,911,12591
09-30-2020,GRUBHUB INC,400110102,2663,36813
09-30-2020,GRUBHUB INC,400110102,811,11215
09-30-2020,GRUBHUB INC,400110102,179,2473
09-30-2020,GRUBHUB INC,400110102,175,2420
09-30-2020,GRUBHUB INC,400110102,707,9771
09-30-2020,GRUPO AEROPORTUARIO DEL CENT,400501102,2238,60873
09-30-2020,GRUPO AEROPORTUARIO DEL CENT,400501102,23540,640368
09-30-2020,GRUPO AEROPORTUARIO DEL CENT,400501102,2541,69115
09-30-2020,GRUPO AEROPORTUARIO DEL CENT,400501102,1012,27534
09-30-2020,GRUPO AEROPORTUARIO DEL SURE,40051E202,3751,32324
09-30-2020,GRUPO AEROPORTUARIO DEL SURE,40051E202,34428,296718
09-30-2020,GRUPO AEROPORTUARIO DEL SURE,40051E202,1482,12772
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,469,5816
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,7943,98499
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,2680,33235
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,10283,127522
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,47476,588734
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,118,1458
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,24074,298540
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,3646,45208
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,2096,25994
09-30-2020,GRUPO AEROPUERTO DEL PACIFIC,400506101,17407,215857
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,103,14263
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,54,7467
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,7074,977128
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,4655,642916
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,3171,438039
09-30-2020,GRUPO FINANCIERO GALICIA S.A,399909100,7222,997546
09-30-2020,GRUPO SUPERVIELLE S.A.,40054A108,20,11194
