<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>ren_13f_q3_2012.txt
<DESCRIPTION>13F Q3 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  September 30, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies, L.L.C.
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    November 13, 2012
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2802
Form 13F Information Table Value (x $1000) Total:  $32566460

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
BALLY TECHNOLOGIES INC       COM              05874B107    25322   512700 SH       SOLE                  132271        0   380429
BALTIC TRADING LIMITED       COM              Y0553W103      389   120500 SH       SOLE                  120500        0        0
BANCFIRST CORP               COM              05945F103     1615    37600 SH       SOLE                   37600        0        0
BANCO BILBAO VIZCAYA ARGENTA SPONSORED ADR    05946K101     2696   347899 SH       SOLE                       0        0   347899
BANCO DE CHILE               SPONSORED ADR    059520106    14593   174981 SH       SOLE                  157660        0    17321
BANCO MACRO SA               SPON ADR B       05961W105     2462   173630 SH       SOLE                  164504        0     9126
BANCO SANTANDER BRASIL S A   ADS REP 1 UNIT   05967A107     1139   154600 SH       SOLE                       0        0   154600
BANCO SANTANDER CHILE NEW    SP ADR REP COM   05965X109     4497    61400 SH       SOLE                    7118        0    54282
BANCO SANTANDER SA           ADR              05964H105     2709   363190 SH       SOLE                    3628        0   359562
BANCOLOMBIA S A              SPON ADR PREF    05968L102     4944    82800 SH       SOLE                     218        0    82582
BANCORPSOUTH INC             COM              059692103     1913   129800 SH       SOLE                   11197        0   118603
BANCTRUST FINANCIAL GP       COM              05978R107      210    70400 SH       SOLE                   70400        0        0
BANK MONTREAL QUE            COM              063671101     1931    32700 SH       SOLE                   32700        0        0
BANK MUTUAL CORP NEW         COM              063750103     2034   447000 SH       SOLE                  447000        0        0
BANK NOVA SCOTIA HALIFAX     COM              064149107     6337   115600 SH       SOLE                     371        0   115229
BANK OF AMERICA CORPORATION  COM              060505104    28801  3261666 SH       SOLE                  409585        0  2852081
BANK OF THE OZARKS INC       COM              063904106    11568   335587 SH       SOLE                  274329        0    61258
BANKFINANCIAL CORP           COM              06643P104     2343   266500 SH       SOLE                  266500        0        0
BANKRATE INC DEL             COM              06647F102     4173   267850 SH       SOLE                   55784        0   212066
BANKUNITED INC               COM              06652K103     5426   220488 SH       SOLE                   68251        0   152237
BANNER CORP                  COM NEW          06652V208     3013   110999 SH       SOLE                    7404        0   103595
BAR HBR BANKSHARES           COM              066849100      625    17500 SH       SOLE                   17000        0      500
BARCLAYS PLC                 ADR              06738E204    11444   825100 SH       SOLE                  579870        0   245230
BARD C R INC                 COM              067383109    78372   748900 SH       SOLE                  748900        0        0
BARNES & NOBLE INC           COM              067774109     3918   306600 SH       SOLE                   14195        0   292405
BARNWELL INDS INC            COM              068221100      150    46700 SH       SOLE                   46700        0        0
BARRETT BILL CORP            COM              06846N104    11414   460800 SH       SOLE                    1316        0   459484
BARRETT BUSINESS SERVICES IN COM              068463108     2168    80000 SH       SOLE                   80000        0        0
BARRY R G CORP OHIO          COM              068798107     3818   259000 SH       SOLE                  259000        0        0
BASIC ENERGY SVCS INC NEW    COM              06985P100     4498   400900 SH       SOLE                      62        0   400838
BASSETT FURNITURE INDS INC   COM              070203104     3588   288200 SH       SOLE                  274100        0    14100
BAXTER INTL INC              COM              071813109     4852    80500 SH       SOLE                   80500        0        0
BAYTEX ENERGY CORP           COM              07317Q105     1760    37100 SH       SOLE                      34        0    37066
BB&T CORP                    COM              054937107    31885   961558 SH       SOLE                      17        0   961541
BBCN BANCORP INC             COM              073295107     2456   194766 SH       SOLE                    5900        0   188866
BBVA BANCO FRANCES S A       SPONSORED ADR    07329M100     1243   303200 SH       SOLE                  303200        0        0
BCE INC                      COM NEW          05534B760    20384   463898 SH       SOLE                  145397        0   318501
BEBE STORES INC              COM              075571109     4662   971349 SH       SOLE                  789539        0   181810
BED BATH & BEYOND INC        COM              075896100    28936   459300 SH       SOLE                  459300        0        0
BEL FUSE INC                 CL A             077347201      278    15900 SH       SOLE                   15900        0        0
BEL FUSE INC                 CL B             077347300     4257   227900 SH       SOLE                  227900        0        0
BEMIS INC                    COM              081437105    10017   318300 SH       SOLE                   44513        0   273787
BENEFICIAL MUTUAL BANCORP IN COM              08173R104      684    71600 SH       SOLE                   71600        0        0
BERKLEY W R CORP             COM              084423102     1642    43800 SH       SOLE                     275        0    43525
BERKSHIRE HATHAWAY INC DEL   CL A             084670108    19242      145 SH       SOLE                      66        0       79
BERKSHIRE HILLS BANCORP INC  COM              084680107      753    32900 SH       SOLE                   32900        0        0
BERRY PETE CO                CL A             085789105     7972   196200 SH       SOLE                    6533        0   189667
BGC PARTNERS INC             CL A             05541T101     5390  1099982 SH       SOLE                  134046        0   965936
BHP BILLITON LTD             SPONSORED ADR    088606108    44754   652300 SH       SOLE                       0        0   652300
BIDZ COM INC                 COM              08883T200       26    34280 SH       SOLE                   34280        0        0
BIGLARI HLDGS INC            COM              08986R101     5164    14145 SH       SOLE                   10325        0     3820
BIO RAD LABS INC             CL A             090572207     3351    31400 SH       SOLE                   31400        0        0
BIO-REFERENCE LABS INC       COM $.01 NEW     09057G602      640    22404 SH       SOLE                       0        0    22404
BIOANALYTICAL SYS INC        COM              09058M103       34    25800 SH       SOLE                   25800        0        0
BIOCLINICA INC               COM              09071B100     3122   487800 SH       SOLE                  487800        0        0
BIOCRYST PHARMACEUTICALS     COM              09058V103      297    70129 SH       SOLE                       7        0    70122
BIODELIVERY SCIENCES INTL IN COM              09060J106      810   128159 SH       SOLE                   25599        0   102560
BIOGEN IDEC INC              COM              09062X103   131678   882500 SH       SOLE                  882500        0        0
BIOMARIN PHARMACEUTICAL INC  COM              09061G101    25037   621871 SH       SOLE                  119870        0   502001
BIOMIMETIC THERAPEUTICS INC  COM              09064X101      307    74701 SH       SOLE                   59714        0    14987
BIOSANTE PHARMACEUTICALS INC COM PAR $0.0001  09065V302      694   367012 SH       SOLE                      96        0   366916
BIOSCRIP INC                 COM              09069N108     1901   208718 SH       SOLE                   12360        0   196358
BIOSTAR PHARMACEUTICALS INC  COM NEW          090678202      193   164670 SH       SOLE                  164670        0        0
BIRNER DENTAL MGMT SERVICES  COM NEW          091283200      177    10500 SH       SOLE                   10500        0        0
BITAUTO HLDGS LTD            SPONSORED ADS    091727107      398    88700 SH       SOLE                   88700        0        0
BJS RESTAURANTS INC          COM              09180C106     1153    25429 SH       SOLE                       0        0    25429
BLACK HILLS CORP             COM              092113109     5478   154000 SH       SOLE                   33293        0   120707
BLACKBAUD INC                COM              09227Q100     2368    98997 SH       SOLE                       0        0    98997
BLACKROCK INC                COM              09247X101    40385   226500 SH       SOLE                  207221        0    19279
BLACKSTONE GROUP L P         COM UNIT LTD     09253U108     8976   628600 SH       SOLE                       0        0   628600
BLOCK H & R INC              COM              093671105    27496  1586600 SH       SOLE                  301749        0  1284851
BLUCORA INC                  COM              095229100    32444  1821700 SH       SOLE                 1670500        0   151200
BLUEGREEN CORP               COM              096231105     2054   327000 SH       SOLE                  327000        0        0
BLUELINX HLDGS INC           COM              09624H109      581   248399 SH       SOLE                  248399        0        0
BLUEPHOENIX SOLUTIONS LTD    SHS NEW          M20157117       61    15400 SH       SOLE                   15400        0        0
BMC SOFTWARE INC             COM              055921100   134959  3252800 SH       SOLE                 3252800        0        0
BOARDWALK PIPELINE PARTNERS  UT LTD PARTNER   096627104     7190   257700 SH       SOLE                       0        0   257700
